issueTitle,sectionTitle,sectionAbbrev,authors,articleTitle,year,datePublished,volume,issue,startPage,endPage,articleAbstract,galleyLabel,authorEmail,fileName,keywords
Volume 10: The Future of Medicine,Main Submissions,MSA,"Dibe, Hana",The Potential of Cannabis-derived Endocannabinoids as an Obesity Treatment,2019,2019/06/01,10,1,Page 37,Page 39,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-8-hd.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Pradeepan, Kartik",Present State of Brain Machine Interfaces,2019,2019/06/01,10,1,Page 41,Page 42,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-9-kp.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Sui, Yoah; Rudkovska, Anna",Quality and Quantity: The Future of Machine Learning for Health Research Appraisal,2019,2019/06/01,10,1,Page 43,Page 44,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-10-ys.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Sui,Yoah; Morava, Anisa",The Future of Beh“AI”viour Change,2019,2019/06/01,10,1,Page 45,Page 46,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-11-ys.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Ling, Sharon",SOCial media: A Growing Presence in Healthcare,2019,2019/06/01,10,1,Page 47,Page 48,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-12-sl.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Petrie, Samuel; Peters, Paul; Carson, Dean",Antifragile by Design: Using Antifragility as a Guiding Principle in Future Rural eHealth Implementation & Evaluation,2019,2019/06/01,10,1,Page 49,Page 51,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-13-sp.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Majid,Umair",View of the Future and Making Big Bets: The Missing Piece of the “Puzzle” of Healthcare Innovation?,2019,2019/06/01,10,1,Page 52,Page 53,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-14-um.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Majid,Umair",Healthcare in an Era of Patient Engagement: Language for Ongoing Dialogue,2019,2019/06/01,10,1,Page 54,Page 56,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-15-um.pdf,
Volume 10: The Future of Medicine,Main Submissions,MSA,"Morava, Anisa; Sui, Yoah",Who’s Monitoring the Health-Monitoring Applications?,2019,2019/06/01,10,1,Page 57,Page 58,,pdf,healthscienceinquiry@gmail.com,2019-10-msa-16-am.pdf,
Volume 10: The Future of Medicine,News,NEW,"Robinson, Daniel",Epigenetics to the Rescue: Promising Potential of Epigenetic Therapies in Future Medicine,2019,2019/06/01,10,1,Page 1,Page 2,,pdf,healthscienceinquiry@gmail.com,2019-10-new-1-dr.pdf,
Volume 10: The Future of Medicine,News,NEW,"Champagne-Jorgensen, Kevin",Microbes on the Mind: The Promise of Psychoactive Probiotics to Treat Mental Illness,2019,2019/06/01,10,1,Page 3,Page 4,,pdf,healthscienceinquiry@gmail.com,2019-10-new-2-kcj.pdf,
Volume 10: The Future of Medicine,News,NEW,"Phan, Morla",One Size Fits One: Personalizing Prosthetics with 3D Printing,2019,2019/06/01,10,1,Page 5,Page 6,,pdf,healthscienceinquiry@gmail.com,2019-10-new-3-mp.pdf,
Volume 10: The Future of Medicine,News,NEW,"Shawky, Sarah",Emerging Regenerative Therapies for Heart Injury: Addressing an Urgent Need,2019,2019/06/01,10,1,Page 7,Page 9,,pdf,healthscienceinquiry@gmail.com,2019-10-new-4-ss.pdf,
Volume 10: The Future of Medicine,News,NEW,"Welsch, Lola",How Will Science Help to Address the Opioid Crisis?,2019,2019/06/01,10,1,Page 10,Page 11,,pdf,healthscienceinquiry@gmail.com,2019-10-new-5-lw.pdf,
Volume 10: The Future of Medicine,News,NEW,"Miller, Alanna",Climate Change and the Future of Public Health,2019,2019/06/01,10,1,Page 12,Page 13,,pdf,healthscienceinquiry@gmail.com,2019-10-new-6-am.pdf,
Volume 10: The Future of Medicine,Spotlight on Careers,SOC,"Tien, Stephanie",Spotlight on Careers: Dr. Shelley Deeke,2019,2019/06/01,10,1,Page 77,Page 78,,pdf,healthscienceinquiry@gmail.com,2019-10-soc-1-st.pdf,
Volume 10: The Future of Medicine,Spotlight on Careers,SOC,"McGrath, Joshua",Spotlight on Careers: Dr. Anna Dvorkin-Gheva,2019,2019/06/01,10,1,Page 79,Page 80,,pdf,healthscienceinquiry@gmail.com,2019-10-soc-2-jm.pdf,
Volume 10: The Future of Medicine,Spotlight on Careers,SOC,"Nad, Ivana",Spotlight on Careers: Scott McComb,2019,2019/06/01,10,1,Page 81,Page 82,,pdf,healthscienceinquiry@gmail.com,2019-10-soc-3-in.pdf,
Volume 4: Mental Health and Neurological Diseases,News,NEW,"Ng, Winnie",Stem cells and neurogenesis: Implications in the pathogenesis and Treatment of Alzheimer’s Disease,2013,2013/06/01,4,1,Page 22,Page 24,,pdf,healthscienceinquiry@gmail.com,2013-4-new-1-wn.pdf,
Volume 4: Mental Health and Neurological Diseases,News,NEW,"Kowal, Stephanie Patricia",Alberta’s call for collaboration in Mental Health Capacity Building,2013,2013/06/01,4,1,Page 25,Page 27,,pdf,healthscienceinquiry@gmail.com,2013-4-new-2-spk.pdf,
Volume 4: Mental Health and Neurological Diseases,News,NEW,"Pollock, Nathanial",Finding hope in Bill C-300: A call to action on suicide prevention in Canada,2013,2013/06/01,4,1,Page 28,Page 30,,pdf,healthscienceinquiry@gmail.com,2013-4-new-3-np.pdf,
Volume 4: Mental Health and Neurological Diseases,News,NEW,"Beatty, Jennifer",We are what we eat: Can our diet shape communication between gut microorganisms and the brain to determine disease development?,2013,2013/06/01,4,1,Page 31,Page 32,,pdf,healthscienceinquiry@gmail.com,2013-4-new-4-jb.pdf,
Volume 4: Mental Health and Neurological Diseases,Ask an Expert,AAE,"Labonte, Benoit",The epigenetic component of early-life adversity,2013,2013/06/01,4,1,Page 34,Page 36,,pdf,healthscienceinquiry@gmail.com,2013-4-aae-1-bl.pdf,
Volume 4: Mental Health and Neurological Diseases,Ask an Expert,AAE,"Clarke, Diana E.; Kuhl, Emily A.; Narrow, William E.","Finalization of DSM-5, Part I: Classification and criteria",2013,2013/06/01,4,1,Page 40,Page 43,,pdf,healthscienceinquiry@gmail.com,2013-4-aae-2-dec.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Bracciodieta, Erik J.",The suburban built environment: Challenges to the mental and SOCial health of older adults,2013,2013/06/01,4,1,Page 51,Page 52,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-1-ejb.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"El-Bialy, Rowan",Questioning the assumption of universality in psychiatric approaches to mental healthcare in Canada,2013,2013/06/01,4,1,Page 53,Page 54,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-2-re.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Ennis, Andrea",Mental health course: The key to decriminalizing the mentally ill?,2013,2013/06/01,4,1,Page 55,Page 56,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-3-ae.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Mahnke, Devin",An ounce of prevention would go a long way for depression in Canada,2013,2013/06/01,4,1,Page 57,Page 58,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-4-dm.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Muirhead, Alice",Rethinking suicide methods and motivation,2013,2013/06/01,4,1,Page 59,Page 60,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-5-am.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Sam, Johanna",Tackling youth mental health inequities: opportunities and challenges of eHealth,2013,2013/06/01,4,1,Page 61,Page 62,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-6-js.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Sander-Regier, Renate",Solutions at the doorstep: Reflections on physical contact with nature for mental wellness,2013,2013/06/01,4,1,Page 63,Page 64,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-7-rsr.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Slaunwhite, Amanda K.",Staying mindful: Lived experience and mental health care reform in Canada,2013,2013/06/01,4,1,Page 65,Page 67,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-8-aks.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Tang, Yuning Jackie",Mind and the city: The asSOCiation between urban living and schizophrenia,2013,2013/06/01,4,1,Page 68,Page 69,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-9-jyt.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Vanderloo, Leigh; Mandich, Gillian",Battling bullying: Do obese children face the same fight?,2013,2013/06/01,4,1,Page 70,Page 71,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-10-lv.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Cha, Danielle S.","Depression, diabetes, and dementia: Is there a role for insulin?",2013,2013/06/01,4,1,Page 72,Page 73,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-11-dsc.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Visser-Grieve, Stacy",To die or not to diet: Calpain drives Alzheimer's Disease and cancer progression,2013,2013/06/01,4,1,Page 74,Page 75,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-12-svg.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Lutz, Sara Grace",Barriers to the diagnosis of affective disorders in Parkinson's Disease,2013,2013/06/01,4,1,Page 76,Page 77,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-13-sgl.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Singh, Manjeet",Redox imbalance and oxidative modifications of macromolecules in brain during aging and neurodegenerative diseases,2013,2013/06/01,4,1,Page 78,Page 80,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-14-ms.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"York, Eli",A young perspective on an aging disease,2013,2013/06/01,4,1,Page 81,Page 82,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-15-ey.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Bandara, Thilina",A multi-level approach to addressing mental health stigma in Canada,2013,2013/06/01,4,1,Page 83,Page 84,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-16-tb.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Brunton, Laura",Growing up with cerebral palsy: What are the concerns for mental health?,2013,2013/06/01,4,1,Page 85,Page 86,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-17-lb.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Corzine, Lorna",Using lived experiences to help identify needed mental health services changes,2013,2013/06/01,4,1,Page 87,Page 88,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-18-lc.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Day, Gregory S.; Peery, Harry E.","Autoimmune synaptic protein encephalopathy syndromes and the interplay between mental heath, neurology and immunology",2013,2013/06/01,4,1,Page 89,Page 91,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-19-gsd.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Joshi, Namrata",Importance of considering methodological variables in rat studies,2013,2013/06/01,4,1,Page 92,Page 93,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-20-nj.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Rahman, Farah","Huntington's disease: advances, controversies, and challenges",2013,2013/06/01,4,1,Page 94,Page 95,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-21-fr.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Ravenek, Kelly; Ravenek, Mike",Keeping pace with SOCial media technology: Implications for the mental health of individuals with neurological conditions,2013,2013/06/01,4,1,Page 96,Page 97,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-22-kr.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Squair, Jordan W.",Psychogenic paralysis: A neuroanatomical explanation of conversion,2013,2013/06/01,4,1,Page 98,Page 99,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-23-jws.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Uddin, Zakir; MacDemid, Joy C.; Galea, Victoria",A knowledge translation perspective on executive function in clinical practice to mitigate chronic pain,2013,2013/06/01,4,1,Page 100,Page 102,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-24-zu.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Vallerand, Isabelle A.",Light at the end of the tunnel: A focus on outcomes in mental health services,2013,2013/06/01,4,1,Page 103,Page 104,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-25-iav.pdf,
Volume 4: Mental Health and Neurological Diseases,Main Submissions,MSA,"Ludlow, Katherine; Buttigieg, Josef",Not so liberating after all: Multiple Sclerosis disease and treatments,2013,2013/06/01,4,1,Page 105,Page 106,,pdf,healthscienceinquiry@gmail.com,2013-4-msa-26-kl.pdf,
Volume 5: Primary Health Care and Health Care Reform,News,NEW,"Mancini, Johanna",E-health Records: A slow marathon to get online,2014,2019/06/01,5,1,page 19,page 21,,pdf,healthscienceinquiry@gmail.com,2014-5-new-1-jm.pdf,
Volume 5: Primary Health Care and Health Care Reform,News,NEW,"Fletcher, Alexandra",Taking up the gauntlet: Pharmacist delivery of primary care services,2014,2019/06/01,5,1,page 22,page 24,,pdf,healthscienceinquiry@gmail.com,2014-5-new-2-af.pdf,
Volume 5: Primary Health Care and Health Care Reform,News,NEW,"O'Hagan-Wong, Kelsey",Public attitudes toward vaccination,2014,2019/06/01,5,1,page 25,page 26,,pdf,healthscienceinquiry@gmail.com,2014-5-new-3-kow.pdf,
Volume 5: Primary Health Care and Health Care Reform,News,NEW,"Clyburne-Sherin, April",Poor access to primary care for Aboriginal patients in Canada: What are the barriers?,2014,2019/06/01,5,1,page 27,page 28,,pdf,healthscienceinquiry@gmail.com,2014-5-new-4-acs.pdf,
Volume 5: Primary Health Care and Health Care Reform,News,NEW,"Kowal, Stephanie Patricia",Primary Care Networks: Community- focused primary health in Alberta,2014,2019/06/01,5,1,page 29,page 30,,pdf,healthscienceinquiry@gmail.com,2014-5-new-5-spk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Ly, Hieu",Barriers to healthcare services among recent immigrants in Canadian cities,2014,2019/06/01,5,1,page 37,page 38,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-1-hl.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Moore, Cameron",Implementing exercise therapy into primary health care,2014,2019/06/01,5,1,page 39,page 40,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-2-cm.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Kwon, Jae-Yung; Masinde, Wendy",Using Cuba’s example to improve primary healthcare in Canada,2014,2019/06/01,5,1,page 41,page 42,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-3-jyk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Kowal, Stephanie Patricia; Clark, Derek",Communicating genomic risk in primary health care: challenges and opportunities for providers,2014,2019/06/01,5,1,page 43,page 45,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-4-spk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Masinde, Wendy; Kwon, Jae-Yung",Effects of cutting refugee health benefits in Canada,2014,2019/06/01,5,1,page 46,page 48,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-5-wm.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Wang, Louis; Zhang, Qinya",It’s time to move away from fee-for-service,2014,2019/06/01,5,1,page 49,page 50,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-6-lw.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Ross, Katie",Primary care and the transgender population: Supporting providers through training and education,2014,2019/06/01,5,1,page 51,page 52,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-7-kr.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Liu, Rebecca",Closing the health gap among Canadians: Using Co-Active Life Coaching to address the challenges to primary healthcare,2014,2019/06/01,5,1,page 53,page 54,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-8-rl.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Mesana, Laura",The changing face of HIV/AIDS care,2014,2019/06/01,5,1,page 55,page 56,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-9-lm.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Parkinson, Emily",Overcoming language barriers to improve the quality of primary care for migrants,2014,2019/06/01,5,1,page 57,page 58,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-10-ep.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Viguiliouk, Effie",Poverty: One of the greatest challenges faced by primary health care providers,2014,2019/06/01,5,1,page 59,page 60,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-11-ev.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Moreira-Lucas, Tracy S.",Weight discrimination within the healthcare system: Myth or reality?,2014,2019/06/01,5,1,page 61,page 62,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-12-tsml.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Vanderloo, Leigh M.; Mandich, Gillian",Paediatric obesity prevention: The role of primary health care physicians,2014,2019/06/01,5,1,page 63,page 64,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-13-lmv.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Slade, Shawn; Shaban, Nadine",Exercise as medicine: Are primary care professionals equipped to prevent chronic disease through physical activity prescription?,2014,2019/06/01,5,1,page 65,page 66,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-14-ss.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Sriranganathan, Gobika",Social prescribing in primary care: An alternative treatment option,2014,2019/06/01,5,1,page 67,page 68,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-15-gs.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Churchill, Laura Katherine",The waiting game: A primary care intervention to improve access to specialist care to patients with osteoarthritis,2014,2019/06/01,5,1,page 69,page 70,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-16-lkc.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Nicholson, Katheryn; Sasseville, Maxime; Contant, Eric",Multimorbidity:A complex reality in primary health care,2014,2019/06/01,5,1,page 71,page 73,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-17-kn.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Khanassov, Vladimir; Pluye, Pierre; Vedel, Isabelle",Dementia in Canadian primary health care: The potential role of case management,2014,2019/06/01,5,1,page 74,page 76,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-18-vk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Piekarski, Sarah",A battle in the brain: Post-traumatic stress disorder checklist is an effective screening tools needed for post-traumatic stress disorder in primary care,2014,2019/06/01,5,1,page 77,page 78,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-19-sp.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Vallerand, James R.",Improving the health and quality of life of cancer survivors through exercise:The role of the primary care physician,2014,2019/06/01,5,1,page 79,page 80,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-20-jrv.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Maltby, Alana",Obesity prevention through primary health care: Promoting physical activity in early childhood,2014,2019/06/01,5,1,page 81,page 82,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-21-am.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Vallerand, Isabelle A.",Preventing chronic disease and mortality among primary care patients with mental disorders,2014,2019/06/01,5,1,page 83,page 84,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-22-iav.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Raaphorst, Tanya",Gluten intolerance:Changing the face of public health,2014,2019/06/01,5,1,page 85,page 86,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-23-tr.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Fried, Rebecca",Coping through coaching: Co-active life coaching as a method for stress and anxiety management,2014,2019/06/01,5,1,page 87,page 88,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-24-rf.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Njie-Mokonya, Ndolo",Nurse-practitioner-led models and their influence on primary care provision for Canada,2014,2019/06/01,5,1,page 89,page 90,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-25-nnm.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Kholghi, Maedeh Khayyat; Bartlett, Gillian",Advancing research in primary care: A graduate program in family medicine,2014,2019/06/01,5,1,page 91,page 93,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-26-mkk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Bridge, Erica","Post-discharge telephone calls: Improving the communication gap between patients, families and healthcare providers",2014,2019/06/01,5,1,page 94,page 95,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-27-eb.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Arumugam, Vanitha; MacDermid, Joy C.",A theoretical model to embrace physical activity counselling in primary care practice,2014,2019/06/01,5,1,page 96,page 98,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-28-va.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Bandara, Thilina",Housing First and the primary health care approach to health-equity,2014,2019/06/01,5,1,page 99,page 100,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-29-tb.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Contant, Eric; Nicholson, Katheryn",Transdisciplinary collaboration: The future of primary health care,2014,2019/06/01,5,1,page 101,page 102,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-30-ec.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Kongats, Krystyna","“It’s not you, it’s us”: A hopeful reflection on the tensions of uniting participatory health research and evidence-based medicine",2014,2019/06/01,5,1,page 103,page 104,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-31-kk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Arnott, Grady; Sheehy, Grace; LaRoche, Katheryn J.",Integrating abortion into Canada’s primary health care system with mifepristone,2014,2019/06/01,5,1,page 105,page 106,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-32-ga.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Niksirat, Negin; Niksirat, Parna",Utilizing social media as a platform to facilitate primary care physicians’ exercise referrals among cancer patients and the general public,2014,2019/06/01,5,1,page 107,page 108,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-33-nn.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Khir, Loae; Deonandan, Raywat",Shifting the birth weight paradigm,2014,2019/06/01,5,1,page 109,page 110,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-34-lk.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Naumann, Danielle",Chronic disease management in primary health care: The role of rehabilitation professions,2014,2019/06/01,5,1,page 111,page 112,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-35-dn.pdf,
Volume 5: Primary Health Care and Health Care Reform,Main Submissions,MSA,"Gordon, Chelsea",Recognizing the role of occupational therapists within the primary health care model,2014,2019/06/01,5,1,page 113,page 114,,pdf,healthscienceinquiry@gmail.com,2014-5-msa-36-cg.pdf,
Volume 6: Advancing Human Genetics into Health Action,News,NEW,"Gorsky, Kevin",Ghosts of Gene Therapies Past- Lessons Learned From Jesse Gelsinger,2015,2019/06/01,6,1,page 7,page 10,,pdf,healthscienceinquiry@gmail.com,2015-6-new-1-kg.pdf,
Volume 6: Advancing Human Genetics into Health Action,News,NEW,"Albanese, Isabella",Still Asseembling Parts - The barriers to personalized genetics for pain management,2015,2019/06/01,6,1,page 11,page 13,,pdf,healthscienceinquiry@gmail.com,2015-6-new-2-ia.pdf,
Volume 6: Advancing Human Genetics into Health Action,News,NEW,"Fletcher, Alexandra","In the age of epigenetics, how do we define a gene?",2015,2019/06/01,6,1,page 14,page 16,,pdf,healthscienceinquiry@gmail.com,2015-6-new-3-af.pdf,
Volume 6: Advancing Human Genetics into Health Action,News,NEW,"Adatia, Safina",Integrating Genetic Services into Primary Care: Barriers and Benefits,2015,2019/06/01,6,1,page 17,page 18,,pdf,healthscienceinquiry@gmail.com,2015-6-new-4-sa.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Weber-Adrian, Danielle",Gene Therapy: A Strategy for the Treatment of Alzheimer’s Disease,2015,2019/06/01,6,1,page 23,page 23,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-1-dwa.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Molinski, Steven; Ahmadi, Saumel",Cystic fibrosis drugs: one size does not fit all,2015,2019/06/01,6,1,page 24,page 26,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-2-sm.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Acai, Anita; Thevathasan, Naythrah",Genetic screening: a cautionary tale for the public and a need for greater public education,2015,2019/06/01,6,1,page 27,page 28,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-3-aa.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Dreyer, Biance; Oosenbrug, Eric",Distinction without difference? Some considerations for 'race' in health genomics,2015,2019/06/01,6,1,page 29,page 30,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-4-bd.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Morgan, Amanda",Life insurance and genetic testing: is genetic information an exception?,2015,2019/06/01,6,1,page 31,page 32,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-5-am.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Reilly, Kristen; Slade, Shawn",Home-based genetic testing: a risky buisiness?,2015,2019/06/01,6,1,page 33,page 34,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-6-kr.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Nikolajev, Ljiljana; Kumar, Sahil",A three-ring circus: discussing the ethical issues of three-parent embryos,2015,2019/06/01,6,1,page 35,page 36,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-7-ln.pdf,
Volume 6: Advancing Human Genetics into Health Action,Main Submissions,MSA,"Fried, Rebecca R.; Liu, Rebecca H.",The Parent Trap: An inquiry regarding eugenics and three-parent babies,2015,2019/06/01,6,1,page 37,page 38,,pdf,healthscienceinquiry@gmail.com,2015-6-msa-8-rrf.pdf,
