issueTitle,sectionTitle,sectionAbbrev,authors,articleTitle,year,datePublished,volume,issue,startPage,endPage,articleAbstract,galleyLabel,authorEmail,fileName,keywords
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Sablukova, L.I.;Sablukov, S.M.;Stegnitsky, Yu.B.;Karpenko, M.A.","Green garnets of the “wehrlite” mantle xenoliths from kimberlites: their composition and origin (Newlands dike, South Africa; Nyurbinskaya pipe, Nakyn field, Yakutia)",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-142_Sablukov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Golubkova, A.;Schmidt, M.W.",Role of sediment derived carbonatitic melts in orgin of high-K mantle domains,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-143_Golubkova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Sablukova, L.I.;Sablukov, S.M.;Verichev, E.M.;Antonov, A.V.","Grospydite xenoliths from Grib pipe kimberlites (Arkhangelsk province, Russia)",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-144_Sablukova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Bovkun, A.V.;Biller, A.Y.;Skvortsova, V.L.;Garanin, V.K.","Polyphase hydrocarbon inclusions in garnet from the Mir pipe (Yakutia, Russia)",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-146_Bovkm.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Schmidt, M.W.;Rohrbach, A.;Gao, C.;Connolly, J.A.D.",The role of redox equilibria during carbon transfer in the mantle and the stability of carbides in the mantle,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-148_Schmidt.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Samsonov, A.V.;Tretyachenko, V.V.;Nosova, A.A.;Larionova, Yu.O.;Lepekhina, E.N.;Larionov, A.N.;Ipatieva, I.S.",Sutures in the early Precambrian crust as a factor responsible for localization of diamondiferous kimberlites in the northern East European platform,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-149_Samsonov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Hunt, L.;Stachel, T.;Pearson, D.G.;Stern, R.;Muehlenbachs, K.;Mclean, H.;Marcheggiani-Croden, V.","Polycrystalline fibrous diamonds from the Diavik diamond mine, Canada",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-150_Hunt.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Russell, J.K.;Porritt, L.A.;Lavallée, Y.;Dingwell, D.",Kimberlite ascent by assimilation-fueled buoyancy,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-154_Russel.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Bobrov, A.V.;Litvin, Yu.A.;Ismailova, L.S.",Diamond-forming efficiency of chloridesilicate-carbonate melts: the role of chlorides,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-155_Bobrov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Sirotkina, E.A.;Bobrov, A.V.;Garanin, V.K.;Bovkun, A.V.;Shkurskii, B.B.;Korost, D.V.","Exsolution textures in majoritic garnets from the Mir kimberlite pipe (Yakutia, Russia)",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-157_Sirotkina.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Kriulina, G.Yu.;Makeyev, A.B.",Metal films on the face and in the body of diamond crystals from diamondiferous provinces Russian and the world,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-158_161_Kriulina.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Kopylova, M.G.;Miller, C.;Afanasiev, V.P.;Bruce, L.;Thurston, P.;Ryder, J.",Kimberlite-derived harzbugitic diamonds from a >2.7 Ga southern Superior protocraton,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-160_Kopilova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Neilson, S.;Grütter, H.;Pell, J.;Grenon, H.","The evolution of kimberlite indicator mineral interpretation on the Chidliak project, Baffin Island, Nunavut",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-162_Neilson.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Brett, R.C.;Russell, J.K.;Andrews, G.",Kimberlite ascent: chronicles of olivine,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-163_Brett.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Dyakonov, D.B.;Garanin, V.K.;Garanin, K.V.;Bushueva, E.B.;Enalieva, M.A.;Vvedensky, E.S.",Searching for new diamond deposits in western Liberia,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-165_Dyakonov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Wood, B.D.;Rameseder, B.;Scott Smith, B.H.","The Victor diamond mine, northern Ontario, Canada: successful mining of a reliable resource",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-166_Wood.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Armstrong, J.P.;Fitzgerald, C.E.;Kjarsgaard, B.A.;Heaman, L.;Tappe, S.","Kimberlites of the Coronation Gulf field, northern Slave craton, Nunavut Canada",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-170_Armstrong.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Sharygin, I.S.;Golovin, A.V.;Pokhilenko, N.P.","Djerfisherite in kimberlite-hosted mantle xenoliths: textural features, composition and origin",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-172_Sharygin.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Malkovets, V.G.;Griffin, W.L.;Pearson, N.J.;Rezvukhin, D.I.;O'Reilly, S.Y.;Pokhilenko, N.P.;Garanin, V.K.;Spetsius, Z.V.;Litasov, K.D.",Late metasomatic addition of garnet to the SCLM: Os-isotope evidence,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-173_Malkovets.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Navon, O.;Griffin, W.L.;Weiss, Y.",“Tables” vs. “benches”: trace elements in fibrous diamonds,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-174_Navon.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Weiss, Y.;Kiflawi, I.;Navon, O.",The IR absorption spectrum of water in microinclusions-bearing diamonds,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-175_Weiss.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Rubanov, E.V.;Griffin, W.L.;Piazolo, S.;O'Reilly, S.Y.;Stachel, T.;Stern, R.;Birnie, A.C.",Geochemistry and microstructure of diamondites,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-176_Rubanova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Spetsius,Z.V.;Kamenetsky, V.S.",Mapping of mineral phases around diamonds in eclogite xenoliths from the Udachnaya kimberlite pipe (Yakutia): remarks to their metasomatic genesis,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-178_Spetsuis.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Maibam, B.","Mineral chemistry of the peridotites from the Naga ophiolite belt, northeastern India and their petrological significance",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-179_BMaibam.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Hutchison, M.T.",Diamond exploration and prospectivity of the northern territory of Australia,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-182_Hutchinson.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Logvinova, A.M.;Wirth, R.;Sobolev, N.V.;Taylor, L.A.","Multi-phase, sub-micrometer silicate, sulfide & fluid inclusions in diamonds: expressions of metasomatism evidenced in peridotites and eclogites",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-183_Logvinova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Hutchison, M.T.;Dale, C.W.;Nowell, G.M.;Laiginhas, F.A.;Pearson, D.G.",Age constraints on ultra-deep mantle petrology shown by Juina diamonds,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-184_Hutchinson.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Gibsher, A.A.;Malkovets, V.G.;Kuzmin, D.V.;Griffin, W.L.;O'Reilly, S.Y.","Element diffusion in composite xenoliths from alkaline basalts (West Sangilen, Russia)",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-188_Gibsher.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Harte, B.;Richardson, S.","Diamonds from Juina, Brazil, track the evolution of a Mesozoic subducted slab",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-189_BenHarte.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Harte, B.;Richardson, S.",Mineral associations in diamonds from the lowermost upper mantle and uppermost lower mantle,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-190_BenHarte.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Chesler, R.;Hergt, J.;Woodhead, J.;Phillips, D.",Geochemistry and geochronology of Tanzanian kimberlites,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-191_Chesler.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Fedortchouk, Y.;Hilchie, L.;McIsaac, E.",Diamond survival in kimberlite magma: the importance of fluid,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-192_Fedortchouk.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Heaman, L.M.;Grütter, H.D.;Pell, J.;Holmes, P.;Grenon, H.","U-Pb geochronology, Sr- and Nd-isotope compositions of groundmass perovskite from the Chidliak and Qilaq kimberlites, Baffin Island, Nunavut",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-193_Heaman.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Robles-Cruz, S.E.;Galía, S.;Escayola, M.;Melgarejo, J.C.",Heterogeneous mantle beneath the Lunda area in Angola: Nd isotopic evidence,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-195_RoblesCruz.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Nikolenko, E.I.;Afanasiev, V.P.;Chepurov, A.I.","Fe-rich ilmenite and kimberlite melt interaction, experimental researches",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-197_Nikolenko.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Araújo, D.P.;Bulanova, G.P.;Walter, M.J.;Kohn, S.C.;Smith, C.B.;Gaspar, J.C.;Wang, J.",Juina-5 kimberlite (Brazil): a source of unique lower mantle diamonds,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-198_Araujo.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Dymshits, A.M.;Bindi, L.;Bobrov, A.V.;Litasov, K.D.;Shatskiy, A.F.;Ohtani, E.;Litvin, Yu.A.",Sodium majorite and its pyrope solid solutions: high pressure experiment and crystal-chemical implications,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-199_Dymshits.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Wiggers de Vries, D.F.;Harris, J.W.;Pearson, D.G.;Davies, G.R.","Re-Os isotope constraints on the ages of diamonds from Mwadui, Tanzania",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-203_Wiggers.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Riches, A.J.V.;Pearson, D.G.;Stern, R.A.;Ickert, R.B.;Kjarsgaard, B.A.;Jackson, S.E.;Ishikawa, A.",Multi-stage metasomatism of a Roberts Victor eclogite linked to the formation and destruction of diamond,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-204_Riches.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Riches, A.J.V.;Pearson, D.G.;Stern, R.A.;Ickert, R.B.;Jackson, S.E.;Ishikawa, A.;Kjarsgaard, B.A.",Metasomatism of a Roberts Victor eclogite linked to the formation and destruction of diamond,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-207_RICHES.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Dalla Costa, M.M.;Santos, R.V.;Araújo, D.P.;Gaspar, J.C.","Occurrence of garnets with eclogitic and lherzolitic compositions in garnet lherzolite xenolith from the Canastra-01 kimberlite, Brazil",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-210_DallaCosta.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Gaillu, E.;Shrey, S.B.;Bulanova, G.P.;Marks, B.;Smith, C.B.;Wang, J.;Kohn, S.C.;Walter, M.J.","Sulfide inclusion Re-Os ages and carbon, nitrogen of diamonds from the Murowa kimberlites: implications for Zimbabwe craton evolution",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-212_Gaillou.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Bulanova, G.P.;Marks, A.;Smith, C.B.;Kohn, S.C.;Walter, M.J.;Gaillou, E.;Shirey, S.B.;Trautman, R.;Griffin, B.J.",Diamonds from Sese and Murowa kimberlites (Zimbabwe) – evidence of extreme peridotitic lithosphere depletion and Ti-REE metasomatism,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-218_Bulanova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Shirey, S.B.;Richardson, S.H.",Evidence from inclusions in diamonds for 3 Ga onset of the supercontinent cycle: implications for geodynamics and diamond formation,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-221_Shirey.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Harvey, S.;Read, G.;DesGagnes, B.;Shimell, M.;Danoczi, J.;van Breugel, B.;Fourie, L.;Stilling, A.","Utilization of olivine macrocryst grain size and abundance data as a proxy for diamond size and grade in pyroclastic deposits of the Orion South kimberlite, Fort à la Corne, Saskatchewan, Canada",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-222_Harvey.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Daniels, L.R.M.;de Bruin, D.;Smuts, J.C.",Exploration for concealed kimberlites in Botswana with trace element soil geochemistry,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-223_Daniels.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Kafino, C.V.;Brod, J.A.;Brod, T.C.J.;Freitas, N.M.","Mineral chemistry of mantle xenoliths from kamafugite diatremes in the Goias alkaline province, Brazil",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-224_Kafino.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Scott Smith, B.H.;Nowicki, T.E.;Russell, J.K.;Webb, K.J.;Mitchell, R.H.;Hetmane, C.M.;Harder, M.;Skinner, E.M.W.;Robey, J.V.",Kimberlite terminology and classification,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-226_ScottSmith.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Tychkov, N.S.;Agashev, A.M.;Pokhilenko, N.P.",Refertilisation grade estimation of lithosphere roots by the chemical composition of garnets from Siberian kimberlites,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-227_Tychkov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Fedorova, E.N.;Logvinova, A.M.;Mashkovtsev, R.I.;Sobolev, N.V.",Internal structure and color of the natural plastically deformed diamonds from the Internatsionalnaya kimberlite pipe (Yakutia),2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-228_Fedorova.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Barbosa, E.S.R.;Brod, J.A.;Junqueira-Brod, T.C.;Cordeiro, P.F.O.;Santos, R.V.;Dantas, E.L.","Phoscorites from the Salitre alkaline complex, Brazil: origin and petrogenetic implications",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-229_Barbosa.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Webb, K.J.;Hetman, C.M.;Nowicki, T.E.;Harrison, S.;Carlson, J.;Parson, S.;Paul, J.L.","An updated geological model of the Misery kimberlite complex, Ekati mine, Northwest Territories, Canada",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-230_Webb.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Rosenthal, A.;Green, D.H.;Kovács, I.;Hibberson, W.O.;Yaxley, G.M.;Brink, F.",Experimental study of the role of water in the uppermost mantle,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-232_Rosenthal.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Ashchepkov, I.V.;Ntaflos, T.;Pokhilenko, L.N.;Ionov, D.A.;Vladykin, N.V.;Kuligin, S.S.;Mityukhin, S.I.;Palessky, S.V.",Mantle structure beneath Udachnaya pipe reconstructed by fresh mantle xenoliths from brown breccia,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-233_Ashchepkov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Ashchepkov, I.V.;Downes, H.;Mitchell, R.;Vladykin, N.V.;Palessky, S.V.",Mantle lithosphere beneath Wyoming based on Sloan and Kelsey lake – I kimberlite xenocrysts,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-234_Ashchepkov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Rezvukhin, D.I.;Malkovets, V.G.;Gibsher, A.A.;Kuzmin, D.V.;Griffin, W.L.;Pokhilenko, N.P.;O'Reilly, S.Y.","Oxide mineral inclusions in pyropes from the Internationalnaya kimberlite pipe, Yakutia",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-235_Rezvukhin.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Harder, M.;Nowicki, T.E.;Hetman, C.M.;Freeman, L.;Abedu, B.","Geology and evaluation of the K2 kimberlite, Koidu mine, Sierra Leone, West Africa",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-236_HardeR.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Smart, K.A.;Chacko, T.;Stachel, T.;Tappe, S.;Muehlenbachs, K.;Ickert, R.B.;Stern, R.A.",Jericho eclogite formation revealed by diamond inclusions: oceanic origin without crustal signature?,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-238_Smart.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Cartigny, P.;Harris, J.W.","Eclogitic and peridotitic diamond formation (Kimberley Pool kimberlites, South Africa) as evidenced from C-, N- stable isotope: a main mantle-derived source",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-240_Cartigny.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Nestola, F.;Nimis, P.;Harris, J.W.",Crystallographic relationships between diamond and its olivine inclusions,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-242_Nestola.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Felgate, M.;Phillips, D.;Hergt, J.;Woodhead, J.",The Brazilian kimberlite-kamafugite association: a new and improved geochronological and geochemical investigation,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-243_Felgate.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Yelisseyev, A.P.;Afanasiev, V.P.;Kopylova, M.G.;Bulbak, T.A.",The effect of metamorphic annealing and beta-irradiation on optical properties of Type IaA diamonds,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-0244_Yelisseyev_Corrected.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Kurszlaukis, S.;Fulop, A.",Factors controlling the internal facies architecture of kimberlite pipes,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-246_Kurszlaukis.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Brown, R.J.;Manya, S.;Buisman, I.;Sparks, R.S.J.;Field, M.;Stuart, F.M.;Fontana, G.","Physical volcanology, geomorphology, and cosmogenic 3He dating of the youngest kimberlite volcanoes on Earth (the Holocene Igwisi Hills volcanoes, Tanzania)",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-248_Brown.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Moss, S.;Nowicki, T.;Hetman, C.;Freeman, L.;Abedu, B.","Geology and evaluation of kimberlite dykes at Koidu, Sierra Leone",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-249_Moss.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Barnett, W.;Jelsma, H.;Watkeys, M.;Freeman, L.",How structure and stress influence the location of kimberlite,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-250_Barnett.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Kjarsgaard, B.A.",Kimberlite pipe models: significance for exploration,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-251_Kjarsgaard.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Pearson, D.G.;Mather, K.A.;Ishikawa, A.;Kjarsgaard, B.A.",Origin and evolution of cratonic roots,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-253_Pearson.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"de Souza, H.A.F.;Fedikow, M.A.F.;Ryder, J.;Turner, N.;Halliday, M.",Application of weak leaches in kimberlite exploration,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-261_DeSouza.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Moss, S.;Webb, K.;Hetman, C.;Manyumbu, A.;Muchechetere, C.","Geology of the K1 and K2 kimberlite pipes at Murowa, Zimbabwe",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-262_Moss.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Allialy, M.E.;Batumike, J.M.;Djro, S.C.;Coulibaly, Y.;Kouamelan, A.N.;Daouda, Y.B.",Petrogenesis and geochemical signatures of olivine pyroxenite xenoliths from Ivory Coast diamondiferous Cretaceous kimberlites (West-Africa craton),2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-266_Allialy.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Araújo, D.P.;Silveira, F.V.;Weska, R.K.;Rachid, F.;Neto, F.E.B.;Ireland, T.;Holden, P.;Gobbo, I.","Diamonds from the São Francisco and Amazon cratons, Brazil",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-271_Araujo.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Araújo, D.P.;Weska, R.K.;Correa, R.S.;Valadão, L.V.;Kuberek, N.T.;Gobbo, L.","The kimberlite Juina-5, Brazil: textural features and xenocryst chemistry",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-272_Weska_Araujo.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Weska, R.K.;Brod, J.A.;Dantas, E.L.;Araújo, D.P.","Mineral chemistry of garnets and ilmenites of the Pepper-1 and Cosmos-3 intrusions, Espigão d’oeste, Rondônia, Brazil",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-273_Weska.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Afanasiev, V.P.;Pokhilenko, N.P.",Abrasion of diamond: an experimental study and field evidence,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-275_Afanasiev.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Lokhov, K.I.;Lukyanova, L.I.;Lepekhina, E.N.;Kapitonov, I.N.;Shokalsky, S.P.;Shevchenko, S.S.;Antonov, A.V.;Sergeev, S.A.",U-Pb and Lu-Hf isotopic systems in zircons from some kimberlites of the Siberian platform and from Ebeliakh alluvial deposit: age and geochemic peculiarities of the source rocks,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-277_Lokhov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Gernon, T.M.;Ogilvie Harris, R.C.;Sparks, R.S.J.;Field, M.","Emplacement of the Snap Lake kimberlite intrusion, NW Territories, Arctic Canada",2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-278_Gernon.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Lokhov, K.I.;Lepekhina, E.N.;Kapitonov, I.N.;Polekhovsky, Yu.S.;Bogomolov, E.S.;Sergeev, S.A.",U-Pb and Lu-Hf isotopic systems in zircons and Hf-Nd isotopic systematization of the Kimozero kimberlites (Karelia),2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-280_Lokhov.pdf,
"Vol 10: International Kimberlite Conference, Bangalore",Extended Abstracts,ABS,"Kjarsgaard, B.A.;Mather, K.;Pearson, D.G.;Jackson, S.;Crabtree, D.;Creighton, S.",Cr-diopside and Cr-pyrope xenocryst thermobarometry revisited: applications to lithosphere studies and diamond exploration,2012,2012-02-06,10,,,,,PDF,ojshelp@ualberta.ca,10IKC-285_Kjarsgaard.pdf,
